Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-00978, Omowunmi,Ogundimu,FEMALE,18-Dec-80,oogundimu@gtech-solutions.ng,+234 079 950 7520,Kano,Sales Dept,Account Manager,Full Time,Terminated,9-Apr-19,3/2/2023,326000,Keystone Bank,8715295826,OND,19,12,D,EMP-00775,LAGOS HQ,NULL,21231380-6478
EMP-01425,ifeoma,obi,f,24/08/1999,ifeoma_obi@gtechsolutions.ng,2.34E+12,Oyo,Customer Service Dept,Customer Service Rep,full-time,Active,15.09.2021,,"??181,000",UBA,3083712878,OND,1,2,Needs Improvement,EMP-01003,Wuse II,99704983563,73152346-1773
EMP-00668,obinna,Obi,M,22-Mar-76,oobi@gtechsol.ng,2.34E+12,Rivers,Technology Dept,IT Support,Contractor,Active,8/2/2024,,731000,Access Bank,7083448290,B.A,3years,21,Excellent,EMP-01355,VI Office,6671485333,77057321-2320
EMP-00638,Babatunde,Fashola ,Mr,16-Jul-84,bfashola@gtechsolutions.com.ng,2.34E+12,Anambra,Sales,Sales Manager,FULL-TIME,Active,7/1/2023,,"N283,000",GTBank,131894381,MBA,2,20,1,EMP-00016,Port Harcourt Branch,79732829018,27506836-1178
EMP-01027, Uzoamaka, Fayemi,Ms,14.04.1981,uzoamaka@gtechsolutions.ng,2.34E+13,Kaduna,TECHNOLOGY,DevOps Engineer,contract,Active,7-Jul-20,,811.0K,Keystone Bank,460851525,B.Eng,11,20,#N/A,EMP-01355,Lagos - Head Office,92231978958,
EMP-01197,Onyinye,Onuoh@,Female,10/8/1988,onyinye197@gtech-solutions.ng,2.34E+12,Ondo,Customer Service Dept,CS Team Lead,FT,Active,16.03.2018,,96000,Access Bank,3994990664,M.Sc,21,0,Exceeds Expectations,EMP-00530,Lekki,92148196424,18287262-5631
EMP-01260,Ronke,Usman,female,11/8/2000,rusman@gtechsolutions.com.ng,2.34E+12,Cross River,Customer_Service,Customer Experience Officer,part-time,Active,11/3/2024,,"#209,000",Zenith Bank,299874995,SSCE,25,20,N/A,EMP-00310,Kano Office,32280297980,19809517-4481
EMP-00098,omowunmi,Okwu,Female,8/15/1986,okwu.omowunmi@gtechsol.ng,851507747,Bayelsa,human resources,HR Manager,FULL-TIME,Terminated,9/15/2021,11/8/2023,362.0K,UBA,9215678070,B.Eng,13,7,Needs Improvement,EMP-00988,VI Office,96695832197,90003898-8584
EMP-00220,Okechukwu,Eze ,M,10/22/1982,okechukwu220@gtech-solutions.ng,2.34E+12,Ogun,operations,Facilities Manager,full-time,Terminated,29.12.2024,1/30/2025,114000,Polaris Bank,5387238367,Ph.D,1,0,Needs Improvement,EMP-00142,VI Office,33426433502,69007608-3017
EMP-01091,GBEMI,Suleiman,m,6/1/1984,gsuleiman@g-tech.com.ng,2.34E+12,Nasarawa,Human Resources,HR Officer,FULL-TIME,On Leave,5/1/2018,,NGN 183000,GTBank,126045084,Ph.D,23,14,3,EMP-00320,Port Harcourt Branch,64250464717,61921338-6928
EMP-00053,Bola,Ajayi,FEMALE,11-Dec-97,ajayi.bola@gtechsolutions.ng,2.34E+13,Kano,finance,Internal Auditor,CONTR,Active,14/05/2024,,519000,Keystone Bank,"8,816,681,105",B.Sc,25,10,Below Average,EMP-01406,lagos hq,3521356804,33336132-1509
EMP-00806,YEMI,Fashola,m,7/7/1998,yemi_fashola@gtechsol.ng,797239071,Oyo,Legal Dept,Compliance Officer,Part-Time,Active,1/25/2018,,"#260,000",Stanbic IBTC,7479918773,Ph.D,12,12,3,EMP-01178,Abuja Office,N/A,60657550-8233
EMP-00072, Kayode,Akintola,male,11/28/1988,kakintola@gtechsol.ng,0072-611-1869,Osun,Sales Dept,Business Development Officer,CONTRACT,Active,9/9/2024,,"??400,000",Zenith Bank,1529290976,HND,10,10,Exceeds Expectations,EMP-00732,LAGOS HQ,49135775949,86082915-6971
EMP-00681,ADAEZE,Taiwo ,Female,3/4/1999,adaeze@gtechsolutions.ng,2.34E+12,Kano,Sales,Business Development Officer,CONTRACT,Active,25/06/2020,,448000,FCMB,"5,502,090,704",B.Eng,14,5,Outstanding,EMP-01483,GRA PH,36207498849,53088140-2226
EMP-01216,ADEBAYO,G@rb@,MALE,15-Feb-88,adebayo.garba@g-tech.com.ng,0076-183-6842,Edo,Executive,Chief Financial Officer,Part Time,Terminated,30-Mar-18,20-May-19,2232000 NGN,Sterling Bank,3902539695,B.Sc,22,15,Meets Expectations,,Lagos - Head Office,42765657076,44157273-2977
EMP-00371,dotun,adeleke,M,7-Jan-76,dotun.adeleke@gtechsolutions.ng,+234 087 183 0449,Nasarawa,Finance,Treasury Officer,full-time,Active,4/5/2020,,"#408,000",N/A,125105873,M.Sc,12,21,Good,EMP-00530,LAGOS HQ,78550113753,NULL
EMP-00456,Kayode,BALOGUN,MALE,19/11/1979,kayode456@gtechsolutions.ng,0090-279-8568,Kaduna,Customer Service Dept,Customer Experience Officer,contract,Active,7/25/2024,,NGN 110000,GTBank,4807912159,M.Sc,2,15,Outstanding,EMP-01216,Lekki,15737671052,#N/A
EMP-00729,Nkiruka,Adesanya,FEMALE,7/21/1996,nadesanya@gtech-solutions_ng,2.34E+13,Edo,Technology Dept,Systems Administrator,CONTR,Active,18.08.2019,,"#443,000",Stanbic IBTC,"2,498,421,499",B.Sc,10,15,4,EMP-01127,VI Office,30277217931,58016392-1763
EMP-00130,CHIDINMA,yusuf,female,2/28/1995,cyusuf@gtech-solutions.ng,2.34E+11,Nasarawa,Technology,Data Analyst,Part-Time,Suspended,16-Feb-23,,363.0K,Stanbic IBTC,3875420006,HND,14,0,Exceeds Expectations,EMP-01035,Lagos Island,65328632666,79277190-6927
EMP-00991,Toyin,Usman,f,20/08/1984,usman.toyin@gtech-solutions.ng,2.34E+12,Oyo,Supply Chain Dept,Procurement Officer,FULL-TIME,Active,1/21/2023,,"#334,000",Keystone Bank,6597022488,HND,18,5,Meets Expectations,NULL,GRA PH,6782465530,30029989-3965
EMP-01111,Tunji,Lawal,Male,21.11.1995,tunji111@gtechsolutions.ng,2.34E+12,Plateau,Customer Service,CS Team Lead,CONTR,Active,8/29/2018,,147000,First Bank,2138644610,SSCE,8,0,2,EMP-00980,Kano Office,#N/A,97106134-5770
EMP-00611,wale,Balogun,MALE,10/24/1994,wale611@g-tech.com.ng,0077-961-3865,Imo,Operations,Process Analyst,contract,NIL,3/9/2018,24/05/2019,"N243,000",Ecobank,9052471866,Ph.D,8,2,A,EMP-00762,Lagos - Head Office,75917003437,30744292-6801
EMP-01086,Omowunmi,nzeka,Ms,26-Jan-96,omowunmi_nzeka@gtech-solutions_ng,727449727,Not Available,operations,Operations Manager,Full-Time,Active,2/9/2019,,272000,FCMB,8727347064,MBA,25,2,Good,EMP-01261,Wuse II,65913118708,20266891-6463
EMP-00889,dele,Eze,male,21-Aug-94,eze.dele@gtechsolutions.com.ng,2.34E+12,Bayelsa,Marketing,Brand Manager,CONTRACT,On Leave,3/11/2023,,337.0K,UBA,1314865432,MBA,1,10,Unknown,EMP-01000,TBD,56942763808,36530970-3702
EMP-01069,Chidinma,afolabi,Female,15-Nov-91,afolabi.chidinma@g-tech.com.ng,2.34E+13,Nasarawa,Marketing,Marketing Analyst,FULL-TIME,Active,11/23/2023,,207000,Fidelity Bank,"8,700,289,788",B.Sc,16,20,Needs Improvement,EMP-00922,Wuse II,32478110162,91545313-9523
EMP-00544,Femi,Nwofor,Male,4/20/1981,femi_nwofor@g-tech.com.ng,0078-942-7858,Lagos,Technology,Systems Administrator,Full-Time,Active,5/24/2021,,488000 NGN,GTBank,3552685734,B.Sc,25,2,5,#N/A,GRA PH,80298908881,65320330-5948
EMP-01442,bisi,HARUNA,F,18/09/1993,bisi442@gtechsolutions.ng,2.34E+11,Oyo,Human_Resources,HR Manager,FULL-TIME,Terminated,09.08.2023,2/21/2024,"#227,000",Stanbic IBTC,4443541688,OND,24,5,C,EMP-00332,Lekki,16991755413,79060808-2772
EMP-00695, Remi,Nwofor,MALE,27/07/1986,remi.nwofor@g-tech.com.ng,2.34E+12,Plateau,Operations,Process Analyst,PT,Active,8/28/2020,,"N190,000",UBA,7345692403,B.A,1 year,12,1,EMP-00233,Lekki,54059193442,NULL
EMP-01188,GBENGA,Haruna,MALE,2/2/1997,gharuna@gtechsolutions.com.ng,809721816,Enugu,Executive Dept,Chief Financial Officer,CONTR,Active,8-Dec-18,,1578.0K,Keystone Bank,285772259,OND,11,10,Needs Improvement,,Lekki,30037363757,N/A
EMP-00644,Kemi,OGUNDELE,FEMALE,15/05/1977,kemi644@gtech-solutions.ng,717471936,Kano,technology,DevOps Engineer,Part Time,Suspended,9/14/2024,,NGN 893000,Zenith Bank,4417940561,SSCE,6,15,Needs Improvement,EMP-01048,LAGOS HQ,Unknown,93010605-7472
EMP-01121, Kemi,adeola,Female,12/26/1989,kemi_adeola@gtech-solutions.ng,2.34E+12,Imo,Sales,Senior Sales Rep,CONTRACT,Terminated,3-Nov-23,5/6/2024,315000 NGN,GTBank,1208678065,MBA,17,5,NIL,EMP-01118,GRA PH,74181827151,24763349-5433
EMP-01328,kunle,Okwu,male,16/10/2000,okwu.kunle@gtechsol.ng,848968574,Osun,Executive Dept,Chief Operating Officer,full-time,Active,26.09.2024,,"??803,000",Keystone Bank,"6,356,417,479",HND,19,7,Exceeds Expectations,,Ikeja,83042145382,36428908-4930
EMP-01086,Omowunmi,nzeka,Ms,26-Jan-96,omowunmi.nzeka@gtech-solutions.ng,727449727,Not Available,operations,Operations Manager,Full-Time,Active,2/9/2019,,272000 NGN,FCMB,8727347064,MBA,25,2,Good,EMP-01261,Wuse II,65913118708,20266891-6463
EMP-00139,UZOAMAKA,CHUKWU,F,7/4/1987,uchukwu@gtechsolutions.ng,2.34E+12,Abuja,Finance,TBD,FULL-TIME,Active,5/19/2021,,NGN 401000,Sterling Bank,1547762075,B.A,7,0,Average,EMP-00397,Port Harcourt Branch,45679723200,88453254-8140
EMP-00343, Femi,Chukwu,MALE,5/17/1975,femi_chukwu@g-tech.com.ng,2.34E+12,Imo,Customer Service Dept,Unknown,Full-Time,Active,10/3/2020,,80.0K,Ecobank,877779436,B.Eng,3,12,D,EMP-01278,Port Harcourt Branch,32956342777,32883633-3621
EMP-01494,Tolu,OKONKWO,female,26/11/1978,okonkwo.tolu@g-tech.com.ng,2.34E+12,Osun,Operations,Operations Coordinator,Part Time,Active,16-Jun-19,,"N376,000",Stanbic IBTC,578012795,B.A,25,12,Outstanding,EMP-01061,Lekki,27185081463,82401500-1906
EMP-00724,yetunde, Nwachukwu,female,28/02/1991,yetunde.nwachukwu@gtechsol.ng,2.34E+12,Ondo,Supply Chain Dept,Supply Chain Analyst,Contractor,Active,31.08.2023,,212000,UBA,709636403,MBA,19,10,2,EMP-01179,Lagos HQ,94658463924,77529987-9099
EMP-00533,Obiageli,Musa,f,14-Oct-82,obiageli.musa@g-tech.com.ng,2.34E+12,Bayelsa,Operations Dept,Operations Manager,CONTRACT,Active,7-Dec-19,,350000 NGN,Zenith Bank,1140755153,N/A,4,7,Good,EMP-01393,Abuja Office,33793766997,25463529-7172
EMP-00689,Adekunle ,okafor,MALE,3/10/1978,okafor.adekunle@gtechsol.ng,2.34E+12,Plateau,executive,Chief Executive Officer,Contract,Active,16-Aug-22,,"N2,837,000",UBA,9574682177,B.Eng,12,15,B,,Lagos HQ,81072839476,65727047-2179
EMP-00811,Titilayo,Adewale,Female,26-Aug-78,adewale.titilayo@gtechsolutions.com.ng,2.34E+12,Lagos,Human_Resources,HR Business Partner,FT,Active,6/25/2024,,"??135,000",Polaris Bank,"5,835,160,760",B.Eng,19,5,N/A,EMP-00087,Lagos HQ,31910697136,55618085-2286
EMP-00814,Akin,OKWU,Mr,5/27/1997,akin@gtechsolutions.com.ng,+234 082 342 5111,Rivers,Human Resources Dept,HR Business Partner,Contractor,Active,11/1/2019,,144000,First Bank,9279844321,M.Sc,15,20,4,EMP-00465,lagos hq,4629337415,55903269-4838
EMP-00505,Wale,Fayemi,Male,4/22/1984,wale.fayemi@gtechsolutions.ng,2.34E+12,Abuja,Finance,Senior Accountant,Contract,Active,22-Apr-24,,"#436,000",UBA,1660749530,MBA,16,20,Below Average,TBD,LAGOS HQ,38816878518,57408537-7888
EMP-01266,Gbenga,okafor,male,16-Mar-79,gbenga.okafor@g-tech.com.ng,2.34E+11,Anambra,Operations,Process Analyst,Contractor,On Leave,18.02.2025,,"N236,000",NIL,5900780370,SSCE,3years,NIL,Exceeds Expectations,EMP-00780,Lagos Island,34335784370,19871397-9313
EMP-00673,Tolu,Garba,female,28.09.1987,tolu.garba@g-tech.com.ng,714365016,Ondo,FINANCE,Internal Auditor,Part-Time,Active,12-Aug-20,,228.0K,Fidelity Bank,"8,989,445,095",B.A,5 yrs,20,Meets Expectations,EMP-00930,LAGOS HQ,99165872363,NIL
EMP-01298,Obinna,Obi,male,12/22/1994,obinna.obi@gtechsolutions.ng,2.34E+11,Cross River,Legal,n/a,Full Time,Active,11-Apr-18,,257000,Ecobank,1822785581,M.Sc,20,20,Meets Expectations,EMP-00128,GRA PH,69815556139,16894383-6092
EMP-00727,NIYI, Lawal,MALE,18/10/1988,niyi.lawal@gtechsol.ng,2.34E+12,Nasarawa,Executive Dept,Chief Operating Officer,CONTRACT,Terminated,1/21/2021,1/8/2022,3442000 NGN,Keystone Bank,"3,138,806,004",Unknown,13,14,Exceeds Expectations,,LAGOS HQ,24716491916,Unknown
EMP-01234,Niyi,Haruna,male,02.12.2000,nharuna@gtechsolutions.ng,2.34E+12,Oyo,Operations,Operations Manager,part-time,Active,10/14/2020,,211.0K,Keystone Bank,2589291624,OND,12,12,5,EMP-01392,Lagos Island,43490934269,64929253-4631
EMP-00897,Yemi ,Nwofor,MALE,7/21/1999,yemi.nwofor@gtech-solutions.ng,2.34E+12,Benue,OPERATIONS,Operations Coordinator,PART-TIME,Active,29-Sep-22,,142000 NGN,Zenith Bank,6775144921,OND,24,7,4,EMP-00049,Lagos Island,74968757446,50878249-5144
EMP-01168,Funmilayo ,adeleke,female,22/09/1982,funmilayo@gtechsolutions.com.ng,2.34E+12,Lagos,Legal Dept,Legal Manager,Full-Time,Active,4-Nov-23,,674000 NGN,GTBank,8440706744,OND,24,7,4,n/a,VI Office,29442472226,74271558-3445
EMP-01282,Adaora,adeola,f,24-Sep-98,adaora@gtechsol.ng,0072-505-6587,Benue,Customer Service Dept,CS Team Lead,Contractor,Active,10-Jul-24,,"N81,000",Access Bank,4074957000,MBA,3,5,1,EMP-01457,lagos hq,,15323616-8489
EMP-00854,tunde,nwofor,m,7/11/1996,tunde_nwofor@gtechsolutions.com.ng,787064821,Oyo,marketing,Brand Manager,FT,Inactive,5/10/2024,,356.0K,Fidelity Bank,5708721296,OND,Not Available,15,Outstanding,EMP-00832,Lagos Island,71181320723,25928981-2429
EMP-00701,Bola,Nwofor,f,20/11/1982,bola@gtechsolutions_com_ng,785565868,Plateau,supply chain,Procurement Officer,full-time,NIL,4/30/2021,,"N214,000",Access Bank,1948892092,MBA,1,14,NIL,EMP-00918,Ikeja,98166881303,83225650-5817
EMP-01436,Segun,Nwofor,male,18-Dec-92,segun.nwofor@gtech-solutions.ng,2.34E+12,Bayelsa,Legal Dept,Legal Manager,Full Time,Active,11/19/2021,,214000 NGN,Stanbic IBTC,"3,513,210,146",B.A,17,5,C,EMP-00158,Abuja Office,55979422341,51083036-3645
EMP-00019,bolu,Garba,m,14/11/1984,bolu.garba@gtechsol.ng,804713925,Edo,Finance,Finance Manager,Part Time,Active,4/13/2018,,"#467,000",Ecobank,2595467139,OND,5,2,C,Not Available,Kano Office,35158506431,71031132-2501
EMP-00339, Kelechi,Eze,male,07.07.1983,kelechi.eze@gtechsolutions.com.ng,2.34E+11,Osun,Human_Resources,HR Business Partner,FULL-TIME,Active,27.07.2022,,"#199,000",Fidelity Bank,6174162427,M.Sc,10+ years,5,3,EMP-01194,Port Harcourt Branch,17741743043,17844402-3542
EMP-00144, Shade,Garba,Female,7-Jul-92,garba.shade@gtechsolutions.com.ng,2.34E+12,Ekiti,Technology Dept,IT Support,Contract,Terminated,1/23/2025,10/5/2025,837000,n/a,1597579155,MBA,7,20,Good,EMP-00023,lag hq,62128671632,51574904-8081
EMP-01137,Amaka,Nzeka,F,5/11/1996,amaka@g-tech.com.ng,2.34E+12,Unknown,technology,DevOps Engineer,Contract,Active,9/23/2024,,395.0K,Keystone Bank,2974829288,OND,22,20,2,EMP-01311,Kano Office,5128163799,21980741-8547
EMP-00509,Adaora,Ogundele,FEMALE,12/3/1978,adaora509@gtech-solutions.ng,2.34E+12,Abuja,Marketing Dept,Content Strategist,full-time,Active,6/16/2019,,"??276,000",Access Bank,171267933,OND,1 year,7,Exceeds Expectations,EMP-00602,Ikeja,9863615276,84041922-5617
EMP-00657,Uchechi, Fashola,FEMALE,2/14/1998,uchechi_fashola@gtech-solutions.ng,2.34E+12,Nasarawa,supply chain,Procurement Officer,Full Time,Active,06.02.2021,,"#346,000",Fidelity Bank,4062492186,MBA,23,0,Outstanding,EMP-01151,GRA PH,34577661388,
EMP-00374, Blessing,Lawal,Female,6/1/1975,blessing.lawal@gtechsolutions.com.ng,2.34E+11,Osun,Legal,Compliance Officer,CONTRACT,Active,9/30/2020,,"#644,000",Sterling Bank,8294082359,B.Eng,11,2,Average,EMP-01010,Abuja Office,95978155426,95831138-1747
EMP-01405,Oluwatobi ,Abdullahi,MALE,19.07.1983,abdullahi.oluwatobi@gtechsol.ng,2.34E+11,Rivers,operations,Process Analyst,part-time,Inactive,4/17/2025,,290000,Polaris Bank,4307547112,Unknown,5,10,,EMP-00025,Kano Office,46227928172,47050271-4970
EMP-00716,Sola , Garba,male,11-Mar-77,sola_garba@gtechsolutions.ng,0087-349-1753,Nasarawa,sales,Account Manager,PT,Active,14-Jul-24,,NGN 191000,First Bank,152715631,B.Sc,9,10,Exceeds Expectations,EMP-01013,Kano Office,73742142094,68960108-4906
EMP-00103,ebele,fashola,Ms,7/22/1979,ebele.fashola@g-tech.com.ng,0089-304-3299,Abuja,technology,Data Analyst,contract,On Leave,13/05/2025,,472000,Access Bank,"3,660,290,823",HND,22,12,Average,EMP-00128,VI Office,44271739627,82562419-8065
EMP-01291, Dupe,fayemi,female,13.04.1993,dupe.fayemi@gtechsolutions.com.ng,764664299,Lagos,sales,Business Development Officer,Contract,Active,1/8/2021,,NGN 454000,First Bank,836880993,B.Sc,22,7,C,EMP-00272,Lagos HQ,61803038794,Not Available
EMP-01460,Muyiwa,Nzeka,m,2/4/1985,muyiwa@gtech-solutions.ng,863772819,Plateau,Technology Dept,DevOps Engineer,Full-Time,,16-Aug-22,,888000,UBA,482315724,M.Sc,19,N/A,Average,EMP-00892,lagos hq,82055641990,Unknown
EMP-00326, Adekunle,Adeola ,Male,1/21/1996,adekunle.adeola@g-tech.com.ng,2.34E+12,Lagos,CUSTOMER SERVICE,CS Team Lead,PART-TIME,Active,15/02/2023,,181000,Ecobank,5541675054,OND,1,20,Average,EMP-00803,GRA PH,31670805685,66060603-7443
EMP-00033,Oluwaseun,Nwosu,m,5/16/1993,nwosu.oluwaseun@gtechsolutions.com.ng,757592683,Plateau,Operations,Process Analyst,Full-Time,Inactive,5-Sep-21,,"N273,000",Keystone Bank,2962750929,SSCE,24,14,N/A,Not Available,Lekki,36897028385,74205866-9609
EMP-00151, Lola,Suleiman,f,1/6/1984,lola.suleiman@gtechsolutions.ng,+234 074 551 3429,Ekiti,Supply_Chain,Warehouse Manager,FT,Active,2/18/2025,,296000,UBA,8447187410,B.Sc,4,7,Good,EMP-00393,lag hq,n/a,74142265-8949
EMP-01052,Gbenga,ogundimu,M,27/06/1985,gogundimu@gtechsolutions.com.ng,2.34E+12,n/a,SALES,Sales Manager,part-time,Active,3/26/2024,,"#337,000",Access Bank,144063434,B.Sc,20,20,5,EMP-00423,Port Harcourt Branch,NIL,#N/A
EMP-00147,CHINEDU,Balogun,Mr,6/11/1978,chinedu147@gtechsol.ng,2.34E+13,Lagos,Human_Resources,HR Officer,CONTRACT,Active,16-Sep-18,,179000,Not Available,5357501856,OND,3,10,n/a,EMP-00842,GRA PH,18924195625,
EMP-01128,AMAKA, Okafor,f,12/16/1980,amaka.okafor@gtechsolutions.ng,901498094,Lagos,Technology,Software Developer,CONTR,Active,26-Nov-21,,399000,UBA,"5,412,555,267",Ph.D,24,2,C,EMP-00147,Port Harcourt Branch,94401305972,37130963-5064
EMP-00987,BIODUN,Okwu ,m,5/26/1994,biodun_okwu@gtechsolutions_com_ng,2.34E+12,Cross River,legal,Legal Officer,contract,On Leave,7/25/2019,,"??223,000",#N/A,5990177741,Ph.D,12,0,3,EMP-00607,Ikeja,4147140887,87360963-6722
EMP-00122,Chinwe,Nzeka,FEMALE,12/27/1994,chinwe_nzeka@gtech-solutions.ng,733690114,Benue,legal,Compliance Officer,Part Time,n/a,27.09.2022,,619000 NGN,Access Bank,7406767748,B.Eng,23,5,C,EMP-00655,lag hq,42954316526,
EMP-01174,Emeka,OBI,M,05.11.1996,emeka174@gtechsolutions.com.ng,2.34E+12,Kano,Finance,Accountant,PART-TIME,Terminated,12-Jul-18,01.05.2025,"N430,000",Fidelity Bank,4251514862,#N/A,3,10,5,EMP-00489,Abuja Office,72507623327,59987638-1647
EMP-00721,JOKE,Ogundimu,f,26-Jul-82,joke@g-tech.com.ng,+234 080 325 4885,Benue,Operations,Process Analyst,Part-Time,Active,8-Aug-21,,"??327,000",Keystone Bank,"3,053,775,122",M.Sc,1,20,C,EMP-00539,Lekki,78174420540,95341306-6923
EMP-00452,Ngozi,Suleiman,Ms,6/1/1976,suleiman.ngozi@gtech-solutions.ng,795091208,Kaduna,EXECUTIVE,Chief Operating Officer,full-time,Terminated,14-May-25,6/13/2025,"??1,831,000",Zenith Bank,8088604632,SSCE,25,7,D,,Ikeja,95450380162,57132448-2801
EMP-00058,Funmilayo,Fashola,FEMALE,03.05.1996,funmilayo_fashola@g-tech.com.ng,0073-617-3311,Anambra,Executive,Chief Technology Officer,contract,Suspended,10-Apr-21,,2739000,GTBank,"1,110,533,960",M.Sc,23,2,Needs Improvement,,Kano Office,68687937416,14661179-9226
EMP-01393,chidinma,NWOFOR,FEMALE,1/20/1989,nwofor.chidinma@gtechsolutions.com.ng,2.34E+13,Enugu,Customer_Service,Customer Service Rep,Contract,Terminated,9/4/2022,24.10.2023,157000,First Bank,"8,443,895,283",#N/A,14,14,Needs Improvement,EMP-00289,Lagos HQ,#N/A,24711415-8064
EMP-00549,Oluwatobi,Adeyemi,male,3-Aug-90,oadeyemi@gtechsolutions.com.ng,2.34E+11,Ogun,Marketing Dept,Digital Marketing Officer,PT,Active,23-Nov-20,,333.0K,FCMB,800334169,n/a,3,14,Outstanding,EMP-00307,Wuse II,97421736838,17429594-6322
EMP-01476,Ayo, Okonkwo,M,28.01.1982,ayo_okonkwo@gtechsolutions.ng,2.34E+11,Plateau,Supply_Chain,Procurement Officer,CONTRACT,Active,8/29/2021,,NGN 381000,Stanbic IBTC,4450385718,B.Sc,20,20,Exceeds Expectations,EMP-00563,Ikeja,NIL,85686371-8260
EMP-00158,ifeanyi,Fayemi,M,5/5/1999,fayemi.ifeanyi@gtechsol.ng,726525702,Bayelsa,customer service,Customer Service Rep,Contract,Active,27/03/2019,,184000,First Bank,"5,627,932,902",B.Sc,4,21,Needs Improvement,EMP-00203,Port Harcourt Branch,NIL,30869686-3070
EMP-00500,Omowunmi,Nzeka,FEMALE,6/13/1978,onzeka@gtech-solutions.ng,2.34E+12,Anambra,TECHNOLOGY,IT Support,part-time,On Leave,25/12/2024,,"N781,000",Ecobank,2313042822,MBA,5,21,Good,#N/A,Lagos HQ,65737624266,28578556-3062
EMP-00299,Taiwo,Adeleke ,Female,2-Aug-79,adeleke.taiwo@gtechsolutions.com.ng,2.34E+12,Benue,technology,Data Analyst,PT,Active,5/6/2022,,"??383,000",Fidelity Bank,7655889245,SSCE,1,5,2,EMP-00220,Lagos Island,20340301095,64430657-9132
EMP-01043,kayode,Adewale,MALE,5/19/1999,kayode_adewale@gtech-solutions.ng,2.34E+12,Anambra,Supply Chain Dept,Logistics Coordinator,Part Time,Active,4/14/2018,,180000 NGN,Stanbic IBTC,175404913,Not Available,NULL,14,B,EMP-00291,Lekki,94718916680,N/A
EMP-00316,Wale,Akintola ,Male,9/22/1978,wakintola@g-tech.com.ng,2.34E+11,Ogun,Marketing,Marketing Analyst,Part Time,Active,1/5/2019,,200000,GTBank,727310315,B.A,#N/A,12,Outstanding,EMP-01134,Lagos Island,5682092257,87111120-1295
EMP-00059,Chidi,ogundele,Male,9/13/1987,chidi_ogundele@gtech-solutions_ng,2.34E+11,Anambra,OPERATIONS,Operations Manager,full-time,Active,11/19/2022,,185000 NGN,First Bank,1541964762,B.Eng,25,2,Below Average,EMP-01097,Lekki,79970246299,63917932-1635
EMP-01482,Wale ,NWACHUKWU,MALE,4-Jun-97,wale_nwachukwu@gtechsol.ng,801787330,Anambra,marketing,Brand Manager,FT,N/A,4/4/2019,,"#344,000",FCMB,616021638,B.A,5,12,Exceeds Expectations,EMP-00174,Lagos - Head Office,47822132588,NULL
EMP-00971,Niyi ,Obi,Mr,21-Jul-96,obi.niyi@gtechsolutions.com.ng,2.34E+11,Lagos,marketing,Marketing Analyst,CONTR,Active,17-Feb-21,,234.0K,GTBank,5921993838,B.Eng,22,15,D,EMP-01230,lagos hq,3533635921,73110143-3941
EMP-01273,Femi ,usman,Mr,7/15/1988,fusman@gtechsol.ng,2.34E+12,Benue,Customer Service Dept,Customer Service Rep,FULL-TIME,Active,6-May-19,,120000 NGN,Stanbic IBTC,1353651919,SSCE,16,20,D,EMP-00165,GRA PH,24818706337,71176349-5287
EMP-00191,Titilayo,ADEYEMI,Ms,27-Jun-99,tadeyemi@g-tech.com.ng,791525229,Cross River,Customer Service,CS Manager,FULL-TIME,Active,27.05.2025,,"??93,000",Access Bank,1963998771,B.Eng,22,20,Meets Expectations,EMP-00781,Kano Office,4413845960,58545863-5403
EMP-01435,Damilola ,Akintola ,male,1/19/1990,akintola.damilola@gtechsolutions.com.ng,2.34E+11,Plateau,Sales,Sales Manager,PT,Active,8/30/2022,,NGN 302000,First Bank,270262182,TBD,22,0,5,EMP-01014,Lekki,92875045328,50582289-9881
EMP-00271,Yemi,ibrahim,M,5/9/1979,yemi.ibrahim@gtechsolutions.ng,718696507,Benue,Legal,Compliance Officer,PART-TIME,Active,12.10.2019,,"N655,000",Access Bank,"2,082,809,647",B.Eng,9,7,n/a,EMP-01322,Kano Office,88214584148,N/A
EMP-00499,Chidi ,yusuf,M,12-Nov-92,chidi.yusuf@gtechsolutions.com.ng,2.34E+12,Edo,Operations,Facilities Manager,Contract,Terminated,1/18/2023,19/11/2023,211000,Zenith Bank,202338304,M.Sc,10,10,D,EMP-01194,Lekki,91883124977,96672985-8114
EMP-01088,Dupe ,Ogundele,Ms,10/21/1981,dupe088@gtechsolutions.ng,2.34E+12,Kano,MARKETING,Content Strategist,part-time,Active,10-Apr-18,,"??178,000",TBD,9384274763,MBA,21,10,Good,EMP-01064,Lagos - Head Office,TBD,34692008-7922
EMP-01102,Taiwo,Nzeka ,female,21.02.1989,nzeka.taiwo@gtechsol.ng,851395920,Plateau,Finance,Treasury Officer,Full Time,n/a,8/26/2023,,577.0K,UBA,6279199367,MBA,21,21,Average,EMP-01397,LAGOS HQ,45240558972,58755757-2038
